Brand,Model,Status,Fuel_type,Transmission,Puissance fiscale,Age,MileagePerYear,Price
renault,express-van diesel,neuf,Diesel,Manuelle,5CV,0,0,57 550DTTTC
renault,express-combi 1.5-l-dci,neuf,Diesel,Manuelle,5CV,0,0,88 900DTTTC
renault,master 2.3-l-8-m3#specs,neuf,Diesel,Manuelle,8CV,0,0,84 900DTTTC
renault,master 2.3-l-10.8-m3#specs,neuf,Diesel,Manuelle,8CV,0,0,87 950DTTTC
renault,master 2.3-l-13-m3#specs,neuf,Diesel,Manuelle,8CV,0,0,89 950DTTTC
seat,ibiza 1.0-l-tsi-bva-reference#specs,neuf,Essence,Automatique,6CV,0,0,75 980DTTTC
seat,ibiza 1.0-l-tsi-style#specs,neuf,Essence,Manuelle,6CV,0,0,75 980DTTTC
seat,ibiza 1.0-l-tsi-bva-xcellence#specs,neuf,Essence,Automatique,6CV,0,0,84 980DTTTC
seat,ibiza 1.0-l-tsi-bva-fr#specs,neuf,Essence,Automatique,6CV,0,0,87 980DTTTC
seat,arona 1.0-tsi-style-plus#specs,neuf,Essence,Automatique,6CV,0,0,87 980DTTTC
seat,arona 1.0-tsi-xperience#specs,neuf,Essence,Automatique,6CV,0,0,94 980DTTTC
seat,arona 1.0-tsi-fr#specs,neuf,Essence,Automatique,6CV,0,0,97 980DTTTC
seat,leon 1.4-tsi-dynamic-2021#specs,neuf,Essence,Automatique,8CV,0,0,99 980DTTTC
seat,leon 1.4-tsi-fr#specs,neuf,Essence,Automatique,8CV,0,0,118 980DTTTC
seat,ateca 2020-1.4-l-tsi-style#specs,neuf,Essence,Automatique,8CV,0,0,124 980DTTTC
seat,ateca 1.4-l-tsi-xperience#specs,neuf,Essence,Automatique,8CV,0,0,136 980DTTTC
seat,ateca 1.4-l-tsi-fr#specs,neuf,Essence,Automatique,8CV,0,0,139 980DTTTC
skoda,fabia 1.0-l-mpi-essence#specs,neuf,Essence,Manuelle,4CV,0,0,66 980DTTTC
skoda,fabia 1.0-l-mpi-selection#specs,neuf,Essence,Manuelle,4CV,0,0,71 480DTTTC
skoda,fabia 1.0-l-mpi-monte-carlo#specs,neuf,Essence,Manuelle,4CV,0,0,82 480DTTTC
skoda,kushaq 1.0-tsi-ambition#specs,neuf,Essence,Manuelle,6CV,0,0,76 980DTTTC
skoda,kushaq 1.0-tsi-bva-ambition#specs,neuf,Essence,Automatique,7CV,0,0,82 980DTTTC
skoda,kushaq 1.0-tsi-bva-style#specs,neuf,Essence,Automatique,7CV,0,0,89 980DTTTC
skoda,scala 1.0-l-tsi-dsg-essence#specs,neuf,Essence,Automatique,6CV,0,0,88 980DTTTC
skoda,scala 1.0-l-tsi-dsg-selection#specs,neuf,Essence,Automatique,6CV,0,0,102 980DTTTC
skoda,scala 1.0-l-tsi-dsg-monte-carlo#specs,neuf,Essence,Automatique,6CV,0,0,107 980DTTTC
skoda,kamiq 1.0-l-tsi-dsg-essence#specs,neuf,Essence,Automatique,6CV,0,0,91 980DTTTC
skoda,kamiq 1.0-l-tsi-dsg-selection#specs,neuf,Essence,Automatique,6CV,0,0,104 980DTTTC
skoda,kamiq 1.0-l-tsi-dsg-monte-carlo#specs,neuf,Essence,Automatique,6CV,0,0,109 980DTTTC
skoda,octavia 1.4-tsi-bva-essence#specs,neuf,Essence,Automatique,8CV,0,0,119 980DTTTC
skoda,octavia 1.4-tsi-bva-selection#specs,neuf,Essence,Automatique,8CV,0,0,129 980DTTTC
skoda,octavia-rs 2.0-tsi-dsg,neuf,Essence,Automatique,14CV,0,0,195 000DTTTC
ssangyong,tivoli 1.5-t-ilovit-2024,neuf,Essence,Automatique,8CV,0,0,102 575DTTTC
ssangyong,korando 1.5-l-gdi-limited-bva,neuf,Essence,Automatique,9CV,0,0,124 980DTTTC
ssangyong,musso 2.2-l-diesel-4wd#specs,neuf,Diesel,Manuelle,7CV,0,0,136 845DTTTC
ssangyong,musso 2.2-l-diesel-4wd-crm#specs,neuf,Diesel,Manuelle,7CV,0,0,148 176DTTTC
ssangyong,musso 2.2-l-diesel-4wd-bva#specs,neuf,Diesel,Automatique,7CV,0,0,158 645DTTTC
ssangyong,torres 1.5-l-t-gdi-bva,neuf,Essence,Automatique,9CV,0,0,184 580DTTTC
ssangyong,rexton 2.2-l-diesel-bva-5-places,neuf,Diesel,Automatique,12CV,0,0,312 300DTTTC
suzuki,celerio-populaire 1.0-l-gl,neuf,Essence,Manuelle,4CV,0,0,28 620DTTTC
suzuki,dzire 1.2-l-gl#specs,neuf,Essence,Manuelle,5CV,0,0,54 900DTTTC
suzuki,dzire 1.2-l-glx-pack#specs,neuf,Essence,Manuelle,5CV,0,0,57 900DTTTC
suzuki,ciaz 1.5-l-gl#specs,neuf,Essence,Manuelle,6CV,0,0,62 900DTTTC
suzuki,ciaz 1.5-l-gl-bva#specs,neuf,Essence,Automatique,6CV,0,0,67 900DTTTC
suzuki,ciaz 1.5-l-glx#specs,neuf,Essence,Manuelle,6CV,0,0,69 900DTTTC
suzuki,ciaz 1.5-glx-bva#specs,neuf,Essence,Automatique,6CV,0,0,73 900DTTTC
suzuki,baleno 1.5-l-gl-bvm#specs,neuf,Essence,Manuelle,6CV,0,0,66 900DTTTC
suzuki,baleno 1.5-l-glx-bva#specs,neuf,Essence,Automatique,6CV,0,0,76 900DTTTC
suzuki,ertiga 1.5-l-glx#specs,neuf,Essence,Manuelle,6CV,0,0,78 900DTTTC
suzuki,ertiga 1.5-l-bva-glx-7-places#specs,neuf,Essence,Automatique,6CV,0,0,83 900DTTTC
suzuki,fronx 1.5-l-bvm#specs,neuf,Essence,Manuelle,6CV,0,0,76 900DTTTC
suzuki,fronx 1.5-l-bva-glx#specs,neuf,Essence,Automatique,6CV,0,0,91 900DTTTC
suzuki,jimny 1.5-l-gl-4x4#specs,neuf,Essence,Manuelle,6CV,0,0,99 900DTTTC
suzuki,jimny 1.5-l-gl-4x4-bva#specs,neuf,Essence,Automatique,6CV,0,0,104 900DTTTC
suzuki,jimny-5p 1.5-l-gl-4x4-bva,neuf,Essence,Automatique,6CV,0,0,129 900DTTTC
suzuki,grand-vitara 1.5-l-bva-glx,neuf,Essence,Automatique,6CV,0,0,132 900DTTTC
tata,super-ace 1.4-l-turbo-diesel-simple-cabine-2023,neuf,Diesel,Manuelle,5CV,0,0,39 900DTTTC
tata,xenon-x2 2.2l-turbo,neuf,Diesel,Manuelle,7CV,0,0,56 900DTTTC
tata,xenon-dc 2.2-l-4x2-2023,neuf,Diesel,Manuelle,7CV,0,0,74 900DTTTC
tata,xenon-x2-double-cabine-4x4 2.2-l-4x4,neuf,Diesel,Manuelle,7CV,0,0,81 900DTTTC
toyota,yaris-hybride 1.5-l-cvt-france,neuf,Essence,Automatique,4CV,0,0,83 800DTTTC
toyota,corolla 1.6-l-cvt-bva-active,neuf,Essence,Automatique,7CV,0,0,108 900DTTTC
toyota,yaris-cross 1.5-l-cvt-2023#specs,neuf,Essence,Automatique,5CV,0,0,117 900DTTTC
toyota,yaris-cross 1.5-l-cvt#specs,neuf,Essence,Automatique,5CV,0,0,119 900DTTTC
toyota,corolla-sedan-hybride 1.8-l-hybride,neuf,Essence,Automatique,5CV,0,0,124 800DTTTC
toyota,rav-4-hybride 2.5-l-hybride,neuf,Essence,Automatique,9CV,0,0,164 800DTTTC
toyota,land-cruiser-76 4.2-l,neuf,Diesel,Manuelle,11CV,0,0,224 998DTTTC
toyota,fortuner 2.4-l-d-4d-bva,neuf,Diesel,Automatique,8CV,0,0,274 800DTTTC
toyota,prado 2.8-l-tx-bva#specs,neuf,Diesel,Automatique,11CV,0,0,342 000DTTTC
toyota,prado 2.8-l-wx-bva-adventure#specs,neuf,Diesel,Automatique,11CV,0,0,398 000DTTTC
toyota,land-cruiser-300 3.5-l-v6-bi-turbo-essence-4wd-vx#specs,neuf,Essence,Automatique,32CV,0,0,530 000DTTTC
toyota,land-cruiser-300 3.3-l-v6-bi-turbo-diesel-4wd-vx#specs,neuf,Diesel,Automatique,21CV,0,0,540 000DTTTC
toyota,land-cruiser-300 3.3-l-v6-bi-turbo-diesel-4wd-gr-sport#specs,neuf,Diesel,Automatique,21CV,0,0,568 000DTTTC
toyota,land-cruiser-79 4.2-l-diesel-4x4-simple-cabine,neuf,Diesel,Manuelle,11CV,0,0,144 800DTTTC
toyota,hilux-simple-cabine 2.4-l-diesel-d-4d-4x4,neuf,Diesel,Manuelle,8CV,0,0,123 800DTTTC
toyota,hilux 2.4-l-diesel-d-4d-4x4-double-cabine#specs,neuf,Diesel,Manuelle,8CV,0,0,159 800DTTTC
toyota,hilux 2.4-l-diesel-d-4d-4x4-bva-double-cabine#specs,neuf,Diesel,Automatique,8CV,0,0,192 900DTTTC
toyota,hiace 2.5-l-diesel-16-places,neuf,Diesel,Manuelle,10CV,0,0,142 000DTTTC
toyota,coaster 4.2-l,neuf,Diesel,Manuelle,11CV,0,0,243 000DTTTC
toyota,hiace-van 3.0-l-diesel,neuf,Diesel,Manuelle,10CV,0,0,79 900DTTTC
volkswagen,virtus 1.0-l-confortline#specs,neuf,Essence,Manuelle,6CV,0,0,65 980DTTTC
volkswagen,virtus 1.0-l-highline#specs,neuf,Essence,Automatique,7CV,0,0,79 980DTTTC
volkswagen,virtus 1.0-l-topline#specs,neuf,Essence,Automatique,7CV,0,0,86 980DTTTC
volkswagen,t-cross 1.0-l-confortline#specs,neuf,Essence,Manuelle,6CV,0,0,75 980DTTTC
volkswagen,t-cross 1.0-l-highline#specs,neuf,Essence,Automatique,7CV,0,0,92 980DTTTC
volkswagen,t-cross 1.0-l-topline#specs,neuf,Essence,Automatique,7CV,0,0,104 980DTTTC
volkswagen,polo 1.0-l-drive#specs,neuf,Essence,Manuelle,5CV,0,0,85 480DTTTC
volkswagen,polo 1.0-l-life#specs,neuf,Essence,Manuelle,5CV,0,0,93 480DTTTC
volkswagen,tiguan 1.4-l-tsi-life-2024#specs,neuf,Essence,Automatique,8CV,0,0,154 980DTTTC
volkswagen,tiguan 1.4-l-tsi-elegance-2024#specs,neuf,Essence,Automatique,8CV,0,0,169 980DTTTC
volkswagen,tiguan 1.4-l-tsi-r-line-2024#specs,neuf,Essence,Automatique,8CV,0,0,197 980DTTTC
volkswagen,amarok 2.0-l-tdi-4x4-bva-life-double-cabine#specs,neuf,Diesel,Automatique,5CV,0,0,199 980DTTTC
volkswagen,amarok 2.0-l-tdi-4x4-bva-aventura-double-cabine#specs,neuf,Diesel,Automatique,5CV,0,0,239 980DTTTC
volkswagen,caddy-cargo 2021-2.0-l-tdi-business,neuf,Diesel,Manuelle,7CV,0,0,75 980DTTTC
volvo,ex30 single-motor#specs,neuf,Electrique,Automatique,5CV,0,0,124 900DTTTC
volvo,ex30 single-motor-extended-range#specs,neuf,Electrique,Automatique,5CV,0,0,159 900DTTTC
volvo,ex30 twin-motor#specs,neuf,Electrique,Automatique,8CV,0,0,169 900DTTTC
volvo,xc40 2.0-l-plus-dark-23#specs,neuf,Essence,Automatique,9CV,0,0,192 900DTTTC
volvo,xc40 2.0-l-ultimate-dark#specs,neuf,Essence,Automatique,9CV,0,0,214 900DTTTC
volvo,ec40-recharge twin-ultra-black-edition,neuf,Electrique,Automatique,14CV,0,0,229 900DTTTC
volvo,xc60 2.0-l-plus-dark#specs,neuf,Essence,Automatique,15CV,0,0,299 900DTTTC
volvo,xc60 2.0-l-recharge-ultimate-bright#specs,neuf,Essence,Automatique,20CV,0,0,354 900DTTTC
volvo,xc60 2.0-l-ultra-dark#specs,neuf,Essence,Automatique,15CV,0,0,354 900DTTTC
volvo,s90 2.0-l-plus-bright#specs,neuf,Essence,Automatique,15CV,0,0,273 900DTTTC
volvo,s90 2.0-l-24-ultimate-bright#specs,neuf,Essence,Automatique,15CV,0,0,289 900DTTTC
volvo,xc90 2.0-l-ultimate-bright-my2024#specs,neuf,Essence,Automatique,15CV,0,0,375 900DTTTC
volvo,xc90 2.0-l-recharge-my2024-ultimate-bright#specs,neuf,Essence,Automatique,20CV,0,0,449 900DTTTC
wallyscar,wolf 1.5-t,neuf,Essence,Automatique,9CV,0,0,119 900DTTTC
