,Brand,Model,Status,Fuel_Type,Transmission,Horse_power,Age,MileagePerYear,Price
831,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,14,15069,19900.0
832,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,14,9343,18500.0
833,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,14,17142,21000.0
834,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,14,14071,20500.0
835,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,12,14750,23500.0
836,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,12,23333,18500.0
837,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,12,14750,23000.0
838,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,12,14760,23000.0
840,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,11,14545,23300.0
841,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,11,11892,123000.0
842,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,11,27272,21000.0
843,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,11,16000,16500.0
844,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,10,13081,22000.0
846,Fiat,Grande Punto,occasion,Essence,Manuelle,5.0,10,17000,22000.0
847,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,10,13081,23500.0
848,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,9,30555,27000.0
849,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,8,17625,29200.0
850,Fiat,Grande Punto,occasion,Essence,Manuelle,4.0,7,21428,25000.0
851,Fiat,Marea,occasion,Essence,Manuelle,6.0,23,19565,13000.0
852,Fiat,Multipla,occasion,Essence,Manuelle,6.0,4,11750,48900.0
853,Fiat,Palio,occasion,Essence,Manuelle,4.0,24,7083,17800.0
854,Fiat,Palio,occasion,Essence,Manuelle,4.0,23,5687,13500.0
855,Fiat,Palio,occasion,Essence,Manuelle,4.0,25,8000,12500.0
856,Fiat,Palio,occasion,Essence,Manuelle,4.0,24,5450,11000.0
857,Fiat,Palio,occasion,Essence,Manuelle,4.0,23,13086,123000.0
858,Fiat,Palio,occasion,Essence,Manuelle,5.0,23,8260,9500.0
859,Fiat,Palio,occasion,Essence,Manuelle,4.0,22,10000,12500.0
860,Fiat,Palio,occasion,Essence,Manuelle,4.0,22,5946,11200.0
861,Fiat,Palio,occasion,Essence,Manuelle,4.0,21,16047,11000.0
862,Fiat,Palio,occasion,Essence,Manuelle,5.0,20,15000,16000.0
863,Fiat,Palio,occasion,Essence,Manuelle,4.0,20,6540,20000.0
864,Fiat,Palio,occasion,Essence,Manuelle,5.0,19,6884,18000.0
865,Fiat,Palio,occasion,Essence,Manuelle,5.0,18,19861,13200.0
866,Fiat,Palio,occasion,Essence,Manuelle,4.0,16,11000,18500.0
867,Fiat,Palio,occasion,Essence,Manuelle,4.0,16,10812,18000.0
868,Fiat,Palio,occasion,Essence,Manuelle,4.0,14,17857,17500.0
869,Fiat,Panda,occasion,Essence,Manuelle,4.0,19,6884,19500.0
870,Fiat,Panda,occasion,Essence,Automatique,4.0,1,3400,49500.0
871,Fiat,Panda,occasion,Essence,Manuelle,4.0,19,6884,19800.0
872,Fiat,Panda,occasion,Essence,Manuelle,4.0,18,15444,21000.0
873,Fiat,Panda,occasion,Essence,Manuelle,4.0,17,10470,19500.0
874,Fiat,Panda,occasion,Essence,Manuelle,4.0,15,13266,22000.0
875,Fiat,Panda,occasion,Essence,Manuelle,4.0,14,9343,21000.0
876,Fiat,Panda,occasion,Essence,Manuelle,4.0,7,18687,29000.0
877,Fiat,Panda,occasion,Essence,Manuelle,4.0,7,18687,10000.0
878,Fiat,Panda,occasion,Essence,Manuelle,4.0,4,22500,33000.0
879,Fiat,Panda,occasion,Essence,Manuelle,5.0,4,20530,39300.0
880,Fiat,Panda,occasion,Essence,Manuelle,4.0,3,31333,34500.0
881,Fiat,Panda,occasion,Essence,Manuelle,4.0,3,15333,42000.0
882,Fiat,Panda,occasion,Essence,Manuelle,5.0,2,4928,46000.0
883,Fiat,Punto,occasion,Essence,Manuelle,4.0,28,10714,10800.0
884,Fiat,Punto,occasion,Essence,Manuelle,5.0,1,130812,13000.0
885,Fiat,Punto,occasion,Diesel,Manuelle,7.0,30,12000,11500.0
886,Fiat,Punto,occasion,Essence,Manuelle,4.0,28,4671,13500.0
887,Fiat,Punto,occasion,Diesel,Manuelle,7.0,28,4671,7500.0
888,Fiat,Punto,occasion,Essence,Manuelle,4.0,27,4844,12800.0
889,Fiat,Punto,occasion,Essence,Manuelle,4.0,27,11111,13500.0
890,Fiat,Punto,occasion,Essence,Manuelle,5.0,26,5031,12000.0
891,Fiat,Punto,occasion,Essence,Manuelle,4.0,25,8200,11500.0
892,Fiat,Punto,occasion,Essence,Manuelle,5.0,24,5450,16000.0
893,Fiat,Punto,occasion,Essence,Manuelle,5.0,23,4830,11000.0
894,Fiat,Punto,occasion,Essence,Manuelle,5.0,23,4830,14000.0
895,Fiat,Punto,occasion,Essence,Manuelle,5.0,23,5687,13000.0
896,Fiat,Punto,occasion,Essence,Manuelle,4.0,20,6540,14500.0
897,Fiat,Punto,occasion,Essence,Manuelle,5.0,20,6540,16400.0
898,Fiat,Punto,occasion,Essence,Manuelle,5.0,16,13750,18700.0
899,Fiat,Punto,occasion,Essence,Manuelle,5.0,14,14444,20000.0
900,Fiat,Punto,occasion,Essence,Manuelle,5.0,12,2333,24000.0
901,Fiat,Punto,occasion,Essence,Manuelle,5.0,11,23636,22500.0
902,Fiat,Punto,occasion,Essence,Manuelle,4.0,10,17000,26500.0
903,Fiat,Punto,occasion,Essence,Manuelle,4.0,9,14534,26500.0
904,Fiat,Punto,occasion,Essence,Manuelle,4.0,7,21428,25000.0
905,Fiat,Punto,occasion,Essence,Manuelle,4.0,7,18687,30000.0
906,Fiat,Punto,occasion,Essence,Manuelle,4.0,7,42857,16500.0
907,Fiat,Punto Evo,occasion,Essence,Manuelle,5.0,13,11538,30000.0
908,Fiat,Punto Evo,occasion,Essence,Manuelle,4.0,13,10062,24000.0
909,Fiat,Punto Evo,occasion,Essence,Manuelle,4.0,12,14583,24000.0
910,Fiat,Scudo,occasion,Diesel,Manuelle,6.0,23,5687,13000.0
911,Fiat,Scudo,occasion,Diesel,Manuelle,6.0,21,16514,14000.0
912,Fiat,Seicento,occasion,Essence,Manuelle,5.0,17,7694,15000.0
913,Fiat,Seicento,occasion,Essence,Manuelle,5.0,17,7694,16000.0
914,Fiat,Uno,occasion,Essence,Manuelle,5.0,18,7267,9000.0
915,Fiat,Uno,occasion,Essence,Manuelle,5.0,36,11018,7000.0
916,Fiat,Uno,occasion,Essence,Manuelle,4.0,36,3633,5800.0
917,Fiat,Uno,occasion,Essence,Manuelle,4.0,27,11111,9800.0
918,Fiat,Uno,occasion,Essence,Manuelle,5.0,22,13636,9000.0
919,Fiat,Uno,occasion,Essence,Manuelle,4.0,21,6229,14500.0
920,Fiat,Uno,occasion,Essence,Manuelle,5.0,19,15000,10500.0
921,Fiat,Uno,occasion,Essence,Manuelle,5.0,19,15684,13000.0
922,Fiat,Uno,occasion,Essence,Manuelle,5.0,18,11222,10000.0
923,Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,11280,23000.0
924,Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,16818,22000.0
925,Ford,Figo,occasion,Essence,Manuelle,4.0,11,16363,22000.0
926,Ford,Figo,occasion,Essence,Manuelle,4.0,11,10254,22000.0
927,Ford,Courrier,occasion,Diesel,Manuelle,7.0,28,4028,7000.0
928,Ford,Ecosport,occasion,Essence,Automatique,7.0,3,13333,70000.0
929,Ford,Ecosport,occasion,Essence,Manuelle,7.0,3,4666,69000.0
930,Ford,Ecosport,occasion,Essence,Manuelle,7.0,1,7000,84000.0
931,Ford,Ecosport,occasion,Essence,Automatique,7.0,8,11125,56500.0
932,Ford,Ecosport,occasion,Essence,Automatique,6.0,8,13062,52000.0
933,Ford,Ecosport,occasion,Essence,Automatique,7.0,5,30200,55000.0
934,Ford,Ecosport,occasion,Essence,Manuelle,7.0,5,35000,61400.0
935,Ford,Ecosport,occasion,Essence,Manuelle,7.0,4,28200,62000.0
936,Ford,Escort,occasion,Essence,Manuelle,5.0,39,2564,6000.0
937,Ford,Escort,occasion,Diesel,Manuelle,7.0,28,15111,5000.0
938,Ford,Escort,occasion,Essence,Manuelle,6.0,27,3703,6500.0
939,Ford,Escort,occasion,Essence,Manuelle,6.0,27,4177,8500.0
940,Ford,Escort,occasion,Essence,Automatique,7.0,5,22560,70000.0
941,Ford,Fiesta,occasion,Essence,Manuelle,5.0,15,16666,25000.0
942,Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,14285,25000.0
943,Ford,Fiesta,occasion,Essence,Manuelle,5.0,13,8676,26000.0
944,Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,10254,27500.0
945,Ford,Fiesta,occasion,Essence,Manuelle,5.0,9,12533,32000.0
946,Ford,Fiesta,occasion,Essence,Manuelle,5.0,27,4177,8500.0
947,Ford,Fiesta,occasion,Essence,Manuelle,5.0,26,4338,8500.0
948,Ford,Fiesta,occasion,Essence,Manuelle,5.0,22,6818,10500.0
949,Ford,Fiesta,occasion,Essence,Manuelle,5.0,21,5878,15500.0
950,Ford,Fiesta,occasion,Essence,Manuelle,5.0,20,5640,17000.0
951,Ford,Fiesta,occasion,Essence,Manuelle,4.0,20,5640,8000.0
953,Ford,Fiesta,occasion,Essence,Manuelle,5.0,19,5936,16500.0
954,Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,6266,21000.0
955,Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,6266,15500.0
956,Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,10611,16000.0
957,Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,8333,16500.0
958,Ford,Fiesta,occasion,Essence,Manuelle,4.0,17,6635,21000.0
959,Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,16058,19500.0
960,Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,6635,18500.0
961,Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,13529,19500.0
962,Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,6635,21000.0
963,Ford,Fiesta,occasion,Essence,Manuelle,5.0,15,7520,19000.0
964,Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,8057,24800.0
965,Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,16642,24900.0
966,Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,8057,24300.0
967,Ford,Fiesta,occasion,Essence,Manuelle,6.0,13,8676,17000.0
969,Ford,Fiesta,occasion,Essence,Manuelle,5.0,13,2138,27500.0
970,Ford,Fiesta,occasion,Essence,Manuelle,6.0,12,15000,26000.0
971,Ford,Fiesta,occasion,Essence,Automatique,5.0,12,9400,26500.0
972,Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,16000,28000.0
973,Ford,Fiesta,occasion,Essence,Manuelle,4.0,12,11482,24700.0
974,Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,15750,27000.0
975,Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,9400,26000.0
977,Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,20833,29000.0
978,Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,9400,25500.0
979,Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,10254,34000.0
981,Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,14545,32500.0
982,Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,17878,30000.0
983,Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,10254,28000.0
984,Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,14900,31000.0
985,Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,15400,31500.0
986,Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,34960,30000.0
987,Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,13400,22800.0
988,Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,20900,32000.0
989,Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,14100,22800.0
990,Ford,Fiesta,occasion,Essence,Manuelle,5.0,9,19777,30500.0
991,Ford,Fiesta,occasion,Essence,Manuelle,5.0,9,26666,28000.0
992,Ford,Fiesta,occasion,Essence,Manuelle,5.0,8,17500,34800.0
993,Ford,Fiesta,occasion,Essence,Manuelle,5.0,8,12750,35500.0
994,Ford,Fiesta,occasion,Essence,Manuelle,5.0,8,14100,32500.0
995,Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,16114,111000.0
996,Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,19814,35000.0
997,Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,17857,35000.0
998,Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,16114,34500.0
999,Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,20428,37500.0
1000,Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,23142,32000.0
1001,Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,11857,38000.0
1002,Ford,Fiesta,occasion,Essence,Manuelle,4.0,5,15400,37000.0
1003,Ford,Fiesta,occasion,Essence,Manuelle,4.0,5,39000,33000.0
1004,Ford,Fiesta,occasion,Essence,Manuelle,4.0,4,22250,45500.0
1005,Ford,Focus,occasion,Essence,Manuelle,4.0,14,16000,26500.0
1006,Ford,Focus,occasion,Essence,Manuelle,6.0,8,17500,38000.0
1007,Ford,Focus,occasion,Essence,Manuelle,6.0,19,16368,14000.0
1008,Ford,Focus,occasion,Essence,Manuelle,6.0,18,6266,22500.0
1009,Ford,Focus,occasion,Essence,Manuelle,6.0,18,6266,19500.0
1010,Ford,Focus,occasion,Essence,Manuelle,6.0,17,7529,24000.0
1011,Ford,Focus,occasion,Essence,Manuelle,6.0,16,17125,18500.0
1012,Ford,Focus,occasion,Essence,Manuelle,6.0,16,13437,22500.0
1013,Ford,Focus,occasion,Essence,Manuelle,6.0,14,23928,23000.0
1014,Ford,Focus,occasion,Essence,Manuelle,6.0,13,17076,27000.0
1015,Ford,Focus,occasion,Essence,Manuelle,6.0,12,9400,28000.0
1016,Ford,Focus,occasion,Essence,Manuelle,6.0,12,9400,21500.0
1017,Ford,Focus,occasion,Essence,Manuelle,7.0,11,15818,29500.0
1018,Ford,Focus,occasion,Essence,Manuelle,6.0,11,14090,30000.0
1019,Ford,Focus,occasion,Essence,Manuelle,6.0,9,19777,39000.0
1020,Ford,Focus,occasion,Essence,Manuelle,6.0,9,16444,38500.0
1021,Ford,Focus,occasion,Essence,Manuelle,7.0,9,12533,37000.0
1022,Ford,Focus,occasion,Essence,Manuelle,6.0,8,20625,37500.0
1023,Ford,Focus,occasion,Essence,Manuelle,6.0,8,14625,41500.0
1024,Ford,Focus,occasion,Essence,Manuelle,6.0,7,16142,45000.0
1025,Ford,Focus,occasion,Essence,Manuelle,6.0,7,12000,55000.0
1026,Ford,Focus,occasion,Essence,Manuelle,6.0,7,16142,44800.0
1027,Ford,Focus,occasion,Essence,Automatique,7.0,6,21666,40800.0
1028,Ford,Focus,occasion,Essence,Manuelle,6.0,6,28333,42700.0
1029,Ford,Focus,occasion,Essence,Automatique,6.0,5,22560,47000.0
1030,Ford,Fusion,occasion,Essence,Automatique,9.0,7,15714,55000.0
1031,Ford,Fusion,occasion,Essence,Manuelle,5.0,15,19533,21000.0
1032,Ford,Fusion,occasion,Essence,Manuelle,5.0,15,20000,22000.0
1033,Ford,Fusion,occasion,Essence,Automatique,9.0,8,17750,52000.0
1034,Ford,Fusion,occasion,Essence,Manuelle,9.0,8,10625,62000.0
1035,Ford,Ka,occasion,Essence,Manuelle,5.0,23,10869,11000.0
1036,Ford,Ka,occasion,Essence,Manuelle,4.0,12,17708,23000.0
1037,Ford,Ka,occasion,Essence,Manuelle,5.0,9,12533,26900.0
1038,Ford,Ka,occasion,Essence,Manuelle,4.0,9,6944,29500.0
1039,Ford,Ka,occasion,Essence,Manuelle,5.0,8,14100,28000.0
1040,Ford,Kuga,occasion,Essence,Automatique,11.0,7,16142,59000.0
1041,Ford,Kuga,occasion,Essence,Automatique,11.0,7,16142,62000.0
1042,Ford,Kuga,occasion,Diesel,Manuelle,7.0,5,10400,85000.0
1043,Ford,Mondeo,occasion,Diesel,Manuelle,5.0,30,10000,9500.0
1044,Ford,Mondeo,occasion,Essence,Manuelle,7.0,29,3889,7500.0
1045,Ford,Mondeo,occasion,Diesel,Manuelle,7.0,23,2173,123456.0
1046,Ford,Mondeo,occasion,Essence,Manuelle,8.0,12,10091,35000.0
1047,Ford,Mondeo,occasion,Essence,Manuelle,7.0,11,18181,28000.0
1048,Ford,Ranger,occasion,Diesel,Manuelle,12.0,19,5936,26000.0
1049,Ford,Ranger,occasion,Diesel,Manuelle,12.0,18,6266,30000.0
1050,Ford,Ranger,occasion,Diesel,Manuelle,12.0,18,20277,23000.0
1051,Ford,Ranger,occasion,Diesel,Manuelle,12.0,17,28941,26000.0
1052,Ford,Ranger,occasion,Diesel,Manuelle,10.0,17,6635,23000.0
1053,Ford,Ranger,occasion,Diesel,Manuelle,10.0,14,25571,33000.0
1054,Ford,Ranger,occasion,Diesel,Manuelle,10.0,13,26153,32000.0
1055,Ford,Ranger,occasion,Diesel,Manuelle,7.0,12,16750,90000.0
1056,Ford,Ranger,occasion,Diesel,Automatique,7.0,10,5300,115000.0
1057,Ford,Ranger,occasion,Diesel,Automatique,7.0,4,22500,139000.0
1058,Ford,Streetka,occasion,Diesel,Manuelle,8.0,64,1762,8000.0
1059,Geely,GKGL,occasion,Essence,Manuelle,6.0,5,16399,31500.0
1060,Geely,GKGL,occasion,Essence,Automatique,6.0,3,25666,47000.0
1061,Geely,GKGL,occasion,Essence,Automatique,6.0,3,0,54000.0
1062,Geely,GKGL,occasion,Essence,Manuelle,6.0,3,51666,11111.0
1063,Geely,GKGL,occasion,Essence,Automatique,6.0,3,15766,53000.0
1064,Geely,GKGL,occasion,Essence,Manuelle,6.0,3,15000,54000.0
1065,Geely,GKGS,occasion,Essence,Manuelle,6.0,4,28750,37000.0
1066,Geely,GKGT,occasion,Essence,Manuelle,6.0,3,50333,31500.0
1067,Geely,LC,occasion,Essence,Automatique,6.0,4,17979,35000.0
1068,Geely,MKGT,occasion,Essence,Manuelle,6.0,4,17979,27000.0
1069,Great Wall,M4,occasion,Essence,Manuelle,6.0,7,12857,37500.0
1070,Great Wall,M4,occasion,Essence,Manuelle,6.0,6,11666,29000.0
1071,Great Wall,M4,occasion,Essence,Automatique,9.0,3,21666,80000.0
1072,Great Wall,M4,occasion,Essence,Manuelle,6.0,4,8500,44000.0
1073,Great Wall,M4,occasion,Essence,Manuelle,6.0,7,27000,37000.0
1074,Great Wall,M4,occasion,Essence,Manuelle,6.0,7,10986,39000.0
1075,Great Wall,M4,occasion,Essence,Manuelle,6.0,6,11666,39000.0
1076,Great Wall,M4,occasion,Essence,Manuelle,6.0,6,14833,40000.0
1077,Great Wall,M4,occasion,Essence,Manuelle,6.0,3,34000,41000.0
1078,Great Wall,Poer MT,occasion,Diesel,Manuelle,11.0,3,20000,108000.0
1079,Haval,H6,occasion,Essence,Automatique,9.0,5,28000,73800.0
1080,Haval,H6,occasion,Essence,Manuelle,12.0,5,37600,75000.0
1081,Haval,H6,occasion,Essence,Automatique,9.0,4,20000,72000.0
1082,Haval,H6,occasion,Essence,Automatique,9.0,3,32833,82000.0
1083,Haval,H6,occasion,Essence,Automatique,8.0,2,10000,120000.0
1084,Haval,Jolion,occasion,Electrique,Automatique,9.0,1,20000,68000.0
1085,Haval,Jolion,occasion,Essence,Automatique,9.0,3,21666,80000.0
1086,Honda,Accord,occasion,Essence,Automatique,18.0,13,3461,75000.0
1087,Honda,Amaze,occasion,Essence,Manuelle,5.0,5,21800,31500.0
1088,Honda,Amaze,occasion,Essence,Manuelle,5.0,8,8750,26500.0
1089,Honda,Civic,occasion,Essence,Automatique,7.0,5,16836,45000.0
1090,Honda,City,occasion,Essence,Automatique,7.0,5,17300,50000.0
1091,Honda,City,occasion,Essence,Automatique,6.0,2,36134,72000.0
1092,Honda,Civic,occasion,Essence,Manuelle,5.0,40,1806,5800.0
1093,Honda,Civic,occasion,Essence,Automatique,10.0,7,10428,71900.0
1095,Honda,Crv,occasion,Essence,Automatique,11.0,5,36000,95000.0
1096,Hyundai,Accent,occasion,Essence,Manuelle,5.0,9,9014,29000.0
1097,Hyundai,Accent,occasion,Essence,Manuelle,6.0,8,10141,36000.0
1098,Hyundai,Accent,occasion,Essence,Automatique,6.0,4,19000,65000.0
1099,Hyundai,Accent,occasion,Essence,Automatique,6.0,2,25000,80000.0
1100,Hyundai,Creta,occasion,Essence,Automatique,16.0,0,0,110000.0
1101,Hyundai,H-100,occasion,Diesel,Manuelle,10.0,24,3380,12000.0
1102,Hyundai,H1,occasion,Diesel,Manuelle,9.0,17,4772,7000.0
1103,Hyundai,I10,occasion,Diesel,Manuelle,10.0,16,5625,15000.0
1104,Hyundai,I10,occasion,Essence,Manuelle,5.0,7,4285,42000.0
1105,Hyundai,Creta,occasion,Essence,Manuelle,7.0,6,20000,65000.0
1106,Hyundai,I10,occasion,Diesel,Manuelle,8.0,4,20000,80000.0
1107,Hyundai,Azera,occasion,Essence,Automatique,8.0,16,5070,35000.0
1108,Hyundai,Elantra,occasion,Essence,Automatique,4.0,4,15000,50000.0
1109,Hyundai,Elantra,occasion,Essence,Manuelle,6.0,29,10344,11000.0
1110,Hyundai,Elantra,occasion,Essence,Manuelle,7.0,9,12222,43000.0
1111,Hyundai,Elantra,occasion,Essence,Manuelle,7.0,7,22571,55000.0
1112,Hyundai,Galloper,occasion,Diesel,Manuelle,10.0,30,3703,25000.0
1113,Hyundai,Galloper,occasion,Diesel,Manuelle,10.0,29,2797,25000.0
1115,Hyundai,Galloper,occasion,Diesel,Manuelle,9.0,22,15909,33000.0
1116,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,24250,34000.0
1117,Hyundai,I10,occasion,Essence,Automatique,5.0,3,31666,44000.0
1118,Hyundai,I10,occasion,Essence,Automatique,5.0,3,23000,51000.0
1119,Hyundai,I10,occasion,Essence,Manuelle,4.0,3,26666,42500.0
1120,Hyundai,I10,occasion,Essence,Manuelle,4.0,2,2055,45000.0
1121,Hyundai,I10,occasion,Essence,Manuelle,5.0,1,55000,41900.0
1122,Hyundai,I10,occasion,Essence,Manuelle,4.0,1,81133,123000.0
1123,Hyundai,I10,occasion,Essence,Manuelle,4.0,1,81133,43500.0
1124,Hyundai,I10,occasion,Essence,Manuelle,5.0,1,7000,55000.0
1125,Hyundai,I10,occasion,Diesel,Manuelle,4.0,14,11500,20000.0
1126,Hyundai,I10,occasion,Essence,Manuelle,4.0,11,7375,24500.0
1127,Hyundai,I10,occasion,Essence,Manuelle,5.0,11,13727,28800.0
1128,Hyundai,I10,occasion,Essence,Manuelle,4.0,11,15454,25000.0
1129,Hyundai,I10,occasion,Essence,Manuelle,5.0,10,8113,30000.0
1130,Hyundai,I10,occasion,Essence,Manuelle,5.0,10,22000,23000.0
1131,Hyundai,I10,occasion,Essence,Manuelle,5.0,9,27777,28500.0
1132,Hyundai,I10,occasion,Essence,Manuelle,5.0,9,9014,33000.0
1133,Hyundai,I10,occasion,Essence,Manuelle,4.0,8,12875,27500.0
1134,Hyundai,I10,occasion,Essence,Manuelle,5.0,8,10141,34000.0
1135,Hyundai,I10,occasion,Essence,Manuelle,5.0,8,22500,21000.0
1136,Hyundai,I10,occasion,Essence,Manuelle,5.0,8,9625,38000.0
1137,Hyundai,I10,occasion,Essence,Manuelle,5.0,8,10141,30000.0
1138,Hyundai,I10,occasion,Essence,Manuelle,4.0,8,5875,30500.0
1139,Hyundai,I10,occasion,Essence,Manuelle,5.0,8,16688,36500.0
1140,Hyundai,I10,occasion,Essence,Automatique,5.0,7,18571,37900.0
1141,Hyundai,I10,occasion,Essence,Manuelle,5.0,7,13857,39900.0
1142,Hyundai,I10,occasion,Essence,Automatique,5.0,7,18857,34500.0
1143,Hyundai,I10,occasion,Essence,Automatique,5.0,7,11590,33500.0
1144,Hyundai,I10,occasion,Essence,Automatique,5.0,7,19428,35000.0
1145,Hyundai,I10,occasion,Essence,Automatique,5.0,7,11590,35000.0
1146,Hyundai,I10,occasion,Essence,Automatique,5.0,6,13522,38500.0
1147,Hyundai,I10,occasion,Essence,Manuelle,5.0,6,14666,34800.0
1148,Hyundai,I10,occasion,Essence,Manuelle,5.0,6,23333,29500.0
1149,Hyundai,I10,occasion,Essence,Manuelle,5.0,6,22500,31000.0
1150,Hyundai,I10,occasion,Essence,Manuelle,5.0,6,15000,34500.0
1151,Hyundai,I10,occasion,Essence,Manuelle,5.0,5,22500,46900.0
1152,Hyundai,I10,occasion,Essence,Manuelle,5.0,5,40000,34300.0
1153,Hyundai,I10,occasion,Essence,Manuelle,5.0,5,3000,45000.0
1154,Hyundai,I10,occasion,Essence,Manuelle,5.0,5,12800,35800.0
1155,Hyundai,I10,occasion,Essence,Automatique,5.0,4,20500,38900.0
1157,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,21250,35900.0
1158,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20000,36900.0
1159,Hyundai,I10,occasion,Essence,Automatique,5.0,4,21250,38900.0
1160,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20000,37900.0
1161,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,19250,37900.0
1162,Hyundai,I10,occasion,Essence,Automatique,5.0,4,25750,40000.0
1163,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20500,35900.0
1164,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,19000,37500.0
1166,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,18750,35900.0
1167,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20250,35900.0
1168,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,28500,33500.0
1169,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,30000,34500.0
1170,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,18250,37900.0
1171,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,25000,36500.0
1172,Hyundai,I10,occasion,Essence,Automatique,5.0,4,20500,37900.0
1173,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,16075,41000.0
1174,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,21750,36000.0
1175,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,23000,38000.0
1176,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,12855,39000.0
1177,Hyundai,I10,occasion,Essence,Automatique,6.0,4,22500,54000.0
1178,Hyundai,I10,occasion,Essence,Manuelle,5.0,4,75000,34500.0
1179,Hyundai,I10,occasion,Essence,Automatique,5.0,3,33333,47000.0
1180,Hyundai,I10,occasion,Essence,Manuelle,5.0,3,16668,43000.0
1181,Hyundai,I10,occasion,Essence,Manuelle,5.0,3,16600,43000.0
1182,Hyundai,I10,occasion,Essence,Manuelle,5.0,3,34000,38500.0
1183,Hyundai,I10,occasion,Essence,Manuelle,5.0,3,15333,41800.0
1184,Hyundai,I10,occasion,Essence,Manuelle,4.0,3,6833,43000.0
1185,Hyundai,I10,occasion,Essence,Manuelle,4.0,3,21666,111111.0
1186,Hyundai,I10,occasion,Essence,Manuelle,5.0,3,13666,50000.0
1187,Hyundai,I10,occasion,Essence,Manuelle,5.0,3,24333,41900.0
1188,Hyundai,I10,occasion,Essence,Manuelle,5.0,3,25666,43900.0
1189,Hyundai,I10,occasion,Essence,Automatique,5.0,3,27044,123000.0
1190,Hyundai,I10,occasion,Essence,Automatique,5.0,3,16666,46000.0
