Brand,Model,Status,Fuel_Type,Transmission,Horse_power,Age,MileagePerYear,Price
Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,14285,25000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,13,8676,26000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,10254,27500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,9,12533,32000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,27,4177,8500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,26,4338,8500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,22,6818,10500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,21,5878,15500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,20,5640,17000
Ford,Fiesta,occasion,Essence,Manuelle,4.0,20,5640,8000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,20,5640,17000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,19,5936,16500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,6266,21000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,6266,15500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,10611,16000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,18,8333,16500
Ford,Fiesta,occasion,Essence,Manuelle,4.0,17,6635,21000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,16058,19500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,6635,18500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,13529,19500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,17,6635,21000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,15,7520,19000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,8057,24800
Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,16642,24900
Ford,Fiesta,occasion,Essence,Manuelle,5.0,14,8057,24300
Ford,Fiesta,occasion,Essence,Manuelle,6.0,13,8676,17000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,13,8676,26000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,13,2138,27500
Ford,Fiesta,occasion,Essence,Manuelle,6.0,12,15000,26000
Ford,Fiesta,occasion,Essence,Automatique,5.0,12,9400,26500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,16000,28000
Ford,Fiesta,occasion,Essence,Manuelle,4.0,12,11482,24700
Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,15750,27000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,9400,26000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,9400,26000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,20833,29000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,12,9400,25500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,10254,34000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,10254,27500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,14545,32500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,17878,30000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,11,10254,28000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,14900,31000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,15400,31500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,34960,30000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,13400,22800
Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,20900,32000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,10,14100,22800
Ford,Fiesta,occasion,Essence,Manuelle,5.0,9,19777,30500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,9,26666,28000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,8,17500,34800
Ford,Fiesta,occasion,Essence,Manuelle,5.0,8,12750,35500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,8,14100,32500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,16114,111000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,19814,35000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,17857,35000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,16114,34500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,20428,37500
Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,23142,32000
Ford,Fiesta,occasion,Essence,Manuelle,5.0,7,11857,38000
Ford,Fiesta,occasion,Essence,Manuelle,4.0,5,15400,37000
Ford,Fiesta,occasion,Essence,Manuelle,4.0,5,39000,33000
Ford,Fiesta,occasion,Essence,Manuelle,4.0,4,22250,45500
Ford,Focus,occasion,Essence,Manuelle,4.0,14,16000,26500
Ford,Focus,occasion,Essence,Manuelle,6.0,8,17500,38000
Ford,Focus,occasion,Essence,Manuelle,6.0,19,16368,14000
Ford,Focus,occasion,Essence,Manuelle,6.0,18,6266,22500
Ford,Focus,occasion,Essence,Manuelle,6.0,18,6266,19500
Ford,Focus,occasion,Essence,Manuelle,6.0,17,7529,24000
Ford,Focus,occasion,Essence,Manuelle,6.0,16,17125,18500
Ford,Focus,occasion,Essence,Manuelle,6.0,16,13437,22500
Ford,Focus,occasion,Essence,Manuelle,6.0,14,23928,23000
Ford,Focus,occasion,Essence,Manuelle,6.0,13,17076,27000
Ford,Focus,occasion,Essence,Manuelle,6.0,12,9400,28000
Ford,Focus,occasion,Essence,Manuelle,6.0,12,9400,21500
Ford,Focus,occasion,Essence,Manuelle,7.0,11,15818,29500
Ford,Focus,occasion,Essence,Manuelle,6.0,11,14090,30000
Ford,Focus,occasion,Essence,Manuelle,6.0,9,19777,39000
Ford,Focus,occasion,Essence,Manuelle,6.0,9,16444,38500
Ford,Focus,occasion,Essence,Manuelle,7.0,9,12533,37000
Ford,Focus,occasion,Essence,Manuelle,6.0,8,20625,37500
Ford,Focus,occasion,Essence,Manuelle,6.0,8,14625,41500
Ford,Focus,occasion,Essence,Manuelle,6.0,7,16142,45000
Ford,Focus,occasion,Essence,Manuelle,6.0,7,12000,55000
Ford,Focus,occasion,Essence,Manuelle,6.0,7,16142,44800
Ford,Focus,occasion,Essence,Automatique,7.0,6,21666,40800
Ford,Focus,occasion,Essence,Manuelle,6.0,6,28333,42700
Ford,Focus,occasion,Essence,Automatique,6.0,5,22560,47000
Ford,Fusion,occasion,Essence,Automatique,9.0,7,15714,55000
Ford,Fusion,occasion,Essence,Manuelle,5.0,15,19533,21000
Ford,Fusion,occasion,Essence,Manuelle,5.0,15,20000,22000
Ford,Fusion,occasion,Essence,Automatique,9.0,8,17750,52000
Ford,Fusion,occasion,Essence,Manuelle,9.0,8,10625,62000
Ford,Ka,occasion,Essence,Manuelle,5.0,23,10869,11000
Ford,Ka,occasion,Essence,Manuelle,4.0,12,17708,23000
Ford,Ka,occasion,Essence,Manuelle,5.0,9,12533,26900
Ford,Ka,occasion,Essence,Manuelle,4.0,9,6944,29500
Ford,Ka,occasion,Essence,Manuelle,5.0,8,14100,28000
Ford,Kuga,occasion,Essence,Automatique,11.0,7,16142,59000
Ford,Kuga,occasion,Essence,Automatique,11.0,7,16142,62000
Ford,Kuga,occasion,Diesel,Manuelle,7.0,5,10400,85000
Ford,Mondeo,occasion,Diesel,Manuelle,5.0,30,10000,9500
Ford,Mondeo,occasion,Essence,Manuelle,7.0,29,3889,7500
Ford,Mondeo,occasion,Diesel,Manuelle,7.0,23,2173,123456
Ford,Mondeo,occasion,Essence,Manuelle,8.0,12,10091,35000
Ford,Mondeo,occasion,Essence,Manuelle,7.0,11,18181,28000
Ford,Ranger,occasion,Diesel,Manuelle,12.0,19,5936,26000
Ford,Ranger,occasion,Diesel,Manuelle,12.0,18,6266,30000
Ford,Ranger,occasion,Diesel,Manuelle,12.0,18,20277,23000
Ford,Ranger,occasion,Diesel,Manuelle,12.0,17,28941,26000
Ford,Ranger,occasion,Diesel,Manuelle,10.0,17,6635,23000
Ford,Ranger,occasion,Diesel,Manuelle,10.0,14,25571,33000
Ford,Ranger,occasion,Diesel,Manuelle,10.0,13,26153,32000
Ford,Ranger,occasion,Diesel,Manuelle,7.0,12,16750,90000
Ford,Ranger,occasion,Diesel,Automatique,7.0,10,5300,115000
Ford,Ranger,occasion,Diesel,Automatique,7.0,4,22500,139000
Ford,Streetka,occasion,Diesel,Manuelle,8.0,64,1762,8000
Geely,GKGL,occasion,Essence,Manuelle,6.0,5,16399,31500
Geely,GKGL,occasion,Essence,Automatique,6.0,3,25666,47000
Geely,GKGL,occasion,Essence,Automatique,6.0,3,0,54000
Geely,GKGL,occasion,Essence,Manuelle,6.0,3,51666,11111
Geely,GKGL,occasion,Essence,Automatique,6.0,3,15766,53000
Geely,GKGL,occasion,Essence,Manuelle,6.0,3,15000,54000
Geely,GKGS,occasion,Essence,Manuelle,6.0,4,28750,37000
Geely,GKGT,occasion,Essence,Manuelle,6.0,3,50333,31500
Geely,LC,occasion,Essence,Automatique,6.0,4,17979,35000
Geely,MKGT,occasion,Essence,Manuelle,6.0,4,17979,27000
Great Wall,M4,occasion,Essence,Manuelle,6.0,7,12857,37500
Great Wall,M4,occasion,Essence,Manuelle,6.0,6,11666,29000
Great Wall,M4,occasion,Essence,Automatique,9.0,3,21666,80000
Great Wall,M4,occasion,Essence,Manuelle,6.0,4,8500,44000
Great Wall,M4,occasion,Essence,Manuelle,6.0,7,27000,37000
Great Wall,M4,occasion,Essence,Manuelle,6.0,7,10986,39000
Great Wall,M4,occasion,Essence,Manuelle,6.0,6,11666,39000
Great Wall,M4,occasion,Essence,Manuelle,6.0,6,14833,40000
Great Wall,M4,occasion,Essence,Manuelle,6.0,3,34000,41000
Great Wall,Poer MT,occasion,Diesel,Manuelle,11.0,3,20000,108000
Haval,H6,occasion,Essence,Automatique,9.0,5,28000,73800
Haval,H6,occasion,Essence,Manuelle,12.0,5,37600,75000
Haval,H6,occasion,Essence,Automatique,9.0,4,20000,72000
Haval,H6,occasion,Essence,Automatique,9.0,3,32833,82000
Haval,H6,occasion,Essence,Automatique,8.0,2,10000,120000
Haval,Jolion,occasion,Electrique,Automatique,9.0,1,20000,68000
Haval,Jolion,occasion,Essence,Automatique,9.0,3,21666,80000
Honda,Accord,occasion,Essence,Automatique,18.0,13,3461,75000
Honda,Amaze,occasion,Essence,Manuelle,5.0,5,21800,31500
Honda,Amaze,occasion,Essence,Manuelle,5.0,8,8750,26500
Honda,Civic,occasion,Essence,Automatique,7.0,5,16836,45000
Honda,City,occasion,Essence,Automatique,7.0,5,17300,50000
Honda,City,occasion,Essence,Automatique,6.0,2,36134,72000
Honda,Civic,occasion,Essence,Manuelle,5.0,40,1806,5800
Honda,Civic,occasion,Essence,Automatique,10.0,7,10428,71900
Honda,Civic,occasion,Essence,Automatique,10.0,7,10428,71900
Honda,Crv,occasion,Essence,Automatique,11.0,5,36000,95000
Hyundai,Accent,occasion,Essence,Manuelle,5.0,9,9014,29000
Hyundai,Accent,occasion,Essence,Manuelle,6.0,8,10141,36000
Hyundai,Accent,occasion,Essence,Automatique,6.0,4,19000,65000
Hyundai,Accent,occasion,Essence,Automatique,6.0,2,25000,80000
Hyundai,Creta,occasion,Essence,Automatique,16.0,0,0,110000
Hyundai,H-100,occasion,Diesel,Manuelle,10.0,24,3380,12000
Hyundai,H1,occasion,Diesel,Manuelle,9.0,17,4772,7000
Hyundai,I10,occasion,Diesel,Manuelle,10.0,16,5625,15000
Hyundai,I10,occasion,Essence,Manuelle,5.0,7,4285,42000
Hyundai,Creta,occasion,Essence,Manuelle,7.0,6,20000,65000
Hyundai,I10,occasion,Diesel,Manuelle,8.0,4,20000,80000
Hyundai,Azera,occasion,Essence,Automatique,8.0,16,5070,35000
Hyundai,Elantra,occasion,Essence,Automatique,4.0,4,15000,50000
Hyundai,Elantra,occasion,Essence,Manuelle,6.0,29,10344,11000
Hyundai,Elantra,occasion,Essence,Manuelle,7.0,9,12222,43000
Hyundai,Elantra,occasion,Essence,Manuelle,7.0,7,22571,55000
Hyundai,Galloper,occasion,Diesel,Manuelle,10.0,30,3703,25000
Hyundai,Galloper,occasion,Diesel,Manuelle,10.0,29,2797,25000
Hyundai,Galloper,occasion,Diesel,Manuelle,10.0,29,2797,25000
Hyundai,Galloper,occasion,Diesel,Manuelle,9.0,22,15909,33000
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,24250,34000
Hyundai,I10,occasion,Essence,Automatique,5.0,3,31666,44000
Hyundai,I10,occasion,Essence,Automatique,5.0,3,23000,51000
Hyundai,I10,occasion,Essence,Manuelle,4.0,3,26666,42500
Hyundai,I10,occasion,Essence,Manuelle,4.0,2,2055,45000
Hyundai,I10,occasion,Essence,Manuelle,5.0,1,55000,41900
Hyundai,I10,occasion,Essence,Manuelle,4.0,1,81133,123000
Hyundai,I10,occasion,Essence,Manuelle,4.0,1,81133,43500
Hyundai,I10,occasion,Essence,Manuelle,5.0,1,7000,55000
Hyundai,I10,occasion,Diesel,Manuelle,4.0,14,11500,20000
Hyundai,I10,occasion,Essence,Manuelle,4.0,11,7375,24500
Hyundai,I10,occasion,Essence,Manuelle,5.0,11,13727,28800
Hyundai,I10,occasion,Essence,Manuelle,4.0,11,15454,25000
Hyundai,I10,occasion,Essence,Manuelle,5.0,10,8113,30000
Hyundai,I10,occasion,Essence,Manuelle,5.0,10,22000,23000
Hyundai,I10,occasion,Essence,Manuelle,5.0,9,27777,28500
Hyundai,I10,occasion,Essence,Manuelle,5.0,9,9014,33000
Hyundai,I10,occasion,Essence,Manuelle,4.0,8,12875,27500
Hyundai,I10,occasion,Essence,Manuelle,5.0,8,10141,34000
Hyundai,I10,occasion,Essence,Manuelle,5.0,8,22500,21000
Hyundai,I10,occasion,Essence,Manuelle,5.0,8,9625,38000
Hyundai,I10,occasion,Essence,Manuelle,5.0,8,10141,30000
Hyundai,I10,occasion,Essence,Manuelle,4.0,8,5875,30500
Hyundai,I10,occasion,Essence,Manuelle,5.0,8,16688,36500
Hyundai,I10,occasion,Essence,Automatique,5.0,7,18571,37900
Hyundai,I10,occasion,Essence,Manuelle,5.0,7,13857,39900
Hyundai,I10,occasion,Essence,Automatique,5.0,7,18857,34500
Hyundai,I10,occasion,Essence,Automatique,5.0,7,11590,33500
Hyundai,I10,occasion,Essence,Automatique,5.0,7,19428,35000
Hyundai,I10,occasion,Essence,Automatique,5.0,7,11590,35000
Hyundai,I10,occasion,Essence,Automatique,5.0,6,13522,38500
Hyundai,I10,occasion,Essence,Manuelle,5.0,6,14666,34800
Hyundai,I10,occasion,Essence,Manuelle,5.0,6,23333,29500
Hyundai,I10,occasion,Essence,Manuelle,5.0,6,22500,31000
Hyundai,I10,occasion,Essence,Manuelle,5.0,6,15000,34500
Hyundai,I10,occasion,Essence,Manuelle,5.0,5,22500,46900
Hyundai,I10,occasion,Essence,Manuelle,5.0,5,40000,34300
Hyundai,I10,occasion,Essence,Manuelle,5.0,5,3000,45000
Hyundai,I10,occasion,Essence,Manuelle,5.0,5,12800,35800
Hyundai,I10,occasion,Essence,Automatique,5.0,4,20500,38900
Hyundai,I10,occasion,Essence,Automatique,5.0,4,20500,38900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,21250,35900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20000,36900
Hyundai,I10,occasion,Essence,Automatique,5.0,4,21250,38900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20000,37900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,19250,37900
Hyundai,I10,occasion,Essence,Automatique,5.0,4,25750,40000
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20500,35900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,19000,37500
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20500,35900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,18750,35900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,20250,35900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,28500,33500
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,30000,34500
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,18250,37900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,25000,36500
Hyundai,I10,occasion,Essence,Automatique,5.0,4,20500,37900
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,16075,41000
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,21750,36000
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,23000,38000
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,12855,39000
Hyundai,I10,occasion,Essence,Automatique,6.0,4,22500,54000
Hyundai,I10,occasion,Essence,Manuelle,5.0,4,75000,34500
Hyundai,I10,occasion,Essence,Automatique,5.0,3,33333,47000
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,16668,43000
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,16600,43000
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,34000,38500
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,15333,41800
Hyundai,I10,occasion,Essence,Manuelle,4.0,3,6833,43000
Hyundai,I10,occasion,Essence,Manuelle,4.0,3,21666,111111
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,13666,50000
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,24333,41900
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,25666,43900
Hyundai,I10,occasion,Essence,Automatique,5.0,3,27044,123000
Hyundai,I10,occasion,Essence,Automatique,5.0,3,16666,46000
Hyundai,I10,occasion,Essence,Manuelle,4.0,3,10000,42500
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,22333,43900
Hyundai,I10,occasion,Essence,Manuelle,5.0,3,20333,43900
Hyundai,I10,occasion,Essence,Manuelle,5.0,2,40566,41900
Hyundai,I10,occasion,Essence,Automatique,4.0,2,12000,50000
Hyundai,I10,occasion,Essence,Manuelle,5.0,2,36500,41900
Hyundai,I10,occasion,Essence,Manuelle,5.0,2,37000,41900
Hyundai,I10,occasion,Essence,Manuelle,5.0,2,33000,41900
Hyundai,I10,occasion,Essence,Manuelle,5.0,2,40566,41900
Hyundai,I10,occasion,Essence,Manuelle,5.0,2,40566,41900
Hyundai,I10,occasion,Essence,Manuelle,4.0,2,40566,45000
Hyundai,I10,occasion,Essence,Manuelle,5.0,2,6000,49500
Hyundai,I20,occasion,Essence,Manuelle,4.0,10,8113,30000
Hyundai,I20,occasion,Essence,Manuelle,5.0,3,24000,45000
Hyundai,I20,occasion,Essence,Manuelle,5.0,1,9300,69500
Hyundai,I20,occasion,Essence,Manuelle,5.0,11,7375,28500
Hyundai,I20,occasion,Essence,Manuelle,4.0,11,18636,28500
Hyundai,I20,occasion,Essence,Manuelle,4.0,11,15909,32000
Hyundai,I20,occasion,Essence,Manuelle,4.0,11,10909,29000
Hyundai,I20,occasion,Essence,Manuelle,4.0,10,8600,33000
Hyundai,I20,occasion,Essence,Manuelle,4.0,9,9014,29000
Hyundai,I20,occasion,Essence,Manuelle,4.0,8,30625,32000
Hyundai,I20,occasion,Essence,Manuelle,5.0,7,16142,42000
Hyundai,I20,occasion,Essence,Manuelle,5.0,7,11590,42000
Hyundai,I20,occasion,Essence,Manuelle,5.0,6,24333,38000
Hyundai,I20,occasion,Essence,Manuelle,5.0,6,13522,45000
Hyundai,I20,occasion,Essence,Manuelle,5.0,6,35833,42000
Hyundai,I20,occasion,Essence,Manuelle,5.0,6,35833,42000
Hyundai,I20,occasion,Essence,Manuelle,5.0,5,16226,40500
Hyundai,I20,occasion,Essence,Manuelle,5.0,5,16226,43000
Hyundai,I20,occasion,Essence,Manuelle,5.0,5,16226,45000
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,20249,42900
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,24250,43000
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,19250,41900
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,21250,42500
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,21250,42500
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,22750,42900
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,26675,46500
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,20283,43000
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,20250,42900
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,28500,45000
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,22750,42900
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,20250,42900
Hyundai,I20,occasion,Essence,Manuelle,5.0,4,20250,42900
Hyundai,I20,occasion,Essence,Manuelle,5.0,3,26333,46000
Hyundai,I20,occasion,Essence,Manuelle,5.0,3,25666,43900
Hyundai,I30,occasion,Essence,Automatique,7.0,0,0,95400
Hyundai,I40,occasion,Diesel,Automatique,7.0,12,19833,42000
Hyundai,Ix35,occasion,Diesel,Manuelle,6.0,11,22727,55000
Hyundai,Santa Fe,occasion,Hybride,Automatique,12.0,1,5000,85000
Hyundai,Santa Fe,occasion,Diesel,Automatique,12.0,7,11590,111000
Hyundai,Tucson,occasion,Diesel,Manuelle,4.0,5,7400,90000
Hyundai,Tucson,occasion,Diesel,Automatique,7.0,4,23750,106000
Hyundai,Tucson,occasion,Essence,Automatique,8.0,3,43333,95800
Hyundai,Tucson,occasion,Diesel,Automatique,7.0,2,40000,135000
Hyundai,Tucson,occasion,Essence,Automatique,11.0,8,26875,65000
Hyundai,Tucson,occasion,Essence,Automatique,8.0,5,22200,86000
Hyundai,Tucson,occasion,Diesel,Automatique,7.0,4,25500,97000
Hyundai,Veloster,occasion,Essence,Automatique,8.0,11,13636,33500
Hyundai,Veloster,occasion,Essence,Automatique,8.0,11,18000,36000
Infiniti,Fx,occasion,Essence,Automatique,20.0,16,6250,47000
Infiniti,Fx,occasion,Essence,Automatique,20.0,16,11875,52000
Isuzu,Faster,occasion,Diesel,Manuelle,10.0,34,11764,123484
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,32,4822,17200
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,31,11290,11500
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,26,17884,32000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,4,42500,53000
Isuzu,Dmax,occasion,Diesel,Manuelle,6.0,1,154311,124000
Isuzu,Dmax,occasion,Diesel,Manuelle,4.0,1,154311,115000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,0,0,125000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,0,0,125000
Isuzu,Dmax,occasion,Diesel,Manuelle,11.0,26,15384,40000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,20,16500,39000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,18,22222,38000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,18,19111,26500
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,18,8572,44000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,17,9077,38000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,17,16882,50000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,17,9077,46000
Isuzu,Dmax,occasion,Diesel,Manuelle,12.0,13,15396,60000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,13,11870,123000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,13,29384,50000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,11,28909,65000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,10,15431,110000
Isuzu,Dmax,occasion,Diesel,Manuelle,10.0,10,28400,93000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,10,15431,114800
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,9,15000,115000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,8,19288,55000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,8,9375,58000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,7,15714,55000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,6,25718,65000
Isuzu,Dmax,occasion,Diesel,Manuelle,7.0,6,36333,54000
Isuzu,Dmax,occasion,Diesel,Manuelle,8.0,4,10000,90000
Isuzu,Dmax,occasion,Diesel,Manuelle,6.0,2,77155,130000
Isuzu,Trooper Court,occasion,Diesel,Manuelle,11.0,33,12289,8500
Isuzu,Trooper Court,occasion,Diesel,Manuelle,9.0,25,6172,16000
Isuzu,Trooper Court,occasion,Diesel,Manuelle,10.0,0,0,20000
Isuzu,Trooper Long,occasion,Diesel,Manuelle,17.0,12,24166,50000
Jaguar,Xf,occasion,Essence,Automatique,15.0,10,16000,120000
Jaguar,Xf,occasion,Essence,Automatique,16.0,5,27400,150000
Jeep,Compass,occasion,Essence,Manuelle,8.0,3,12666,127000
Jeep,Renegade,occasion,Diesel,Manuelle,6.0,7,2550,87000
Jeep,Renegade,occasion,Essence,Automatique,8.0,6,20000,65000
Jeep,Renegade,occasion,Essence,Automatique,8.0,6,20333,68000
Jeep,Renegade,occasion,Essence,Automatique,8.0,5,19000,76000
Jeep,Renegade,occasion,Essence,Automatique,8.0,4,13250,85000
Kia,Picanto,occasion,Essence,Manuelle,5.0,11,11818,33900
Kia,Picanto,occasion,Essence,Manuelle,5.0,11,11818,33900
Kia,Rio,occasion,Essence,Manuelle,4.0,7,22857,34500
Kia,K2700,occasion,Diesel,Manuelle,9.0,6,47833,32800
Kia,Rio,occasion,Essence,Automatique,8.0,3,36333,85000
Kia,Rio,occasion,Essence,Automatique,5.0,3,34333,85000
Kia,Carnival,occasion,Diesel,Manuelle,9.0,18,5266,39000
Kia,Cee D,occasion,Essence,Manuelle,5.0,14,17000,30000
Kia,Cerato,occasion,Essence,Manuelle,7.0,13,5307,42000
Kia,Cerato,occasion,Essence,Automatique,8.0,11,20909,43000
Kia,Cerato,occasion,Essence,Automatique,8.0,9,13555,40000
Kia,Leo,occasion,Essence,Manuelle,4.0,14,35714,20000
Kia,Nitro,occasion,Essence,Automatique,5.0,4,25750,85000
Kia,Picanto,occasion,Essence,Manuelle,4.0,12,7900,33900
Kia,Picanto,occasion,Essence,Manuelle,4.0,5,18000,35500
Kia,Picanto,occasion,Essence,Manuelle,5.0,4,23700,43000
Kia,Picanto,occasion,Essence,Manuelle,4.0,3,7333,41000
Kia,Picanto,occasion,Essence,Manuelle,4.0,3,21333,41500
Kia,Picanto,occasion,Essence,Automatique,4.0,3,19666,50000
Kia,Picanto,occasion,Essence,Manuelle,4.0,2,21500,41000
Kia,Picanto,occasion,Essence,Manuelle,4.0,1,56000,41000
Kia,Picanto,occasion,Essence,Manuelle,4.0,14,6771,23000
Kia,Picanto,occasion,Essence,Automatique,5.0,11,8618,33900
Kia,Picanto,occasion,Essence,Manuelle,4.0,11,13000,123000
Kia,Picanto,occasion,Essence,Manuelle,6.0,11,11818,33900
Kia,Picanto,occasion,Essence,Manuelle,4.0,11,8618,27000
Kia,Picanto,occasion,Essence,Automatique,5.0,11,11818,33900
Kia,Picanto,occasion,Essence,Manuelle,4.0,10,9480,22000
Kia,Picanto,occasion,Essence,Manuelle,4.0,8,17250,30000
Kia,Picanto,occasion,Essence,Manuelle,4.0,7,2571,35000
Kia,Picanto,occasion,Essence,Manuelle,4.0,6,12833,37500
Kia,Picanto,occasion,Essence,Automatique,5.0,6,19833,39500
Kia,Picanto,occasion,Essence,Manuelle,5.0,6,9166,123000
Kia,Picanto,occasion,Essence,Manuelle,4.0,6,15800,39000
Kia,Picanto,occasion,Essence,Automatique,5.0,6,2666,38000
Kia,Picanto,occasion,Essence,Manuelle,4.0,5,18600,35500
Kia,Picanto,occasion,Essence,Manuelle,4.0,5,10600,35800
Kia,Picanto,occasion,Essence,Manuelle,4.0,5,23400,100000
Kia,Picanto,occasion,Essence,Automatique,5.0,5,13200,45000
